track_name,artists,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,playlistname,source,domain,chart,region,date,position,title,artist,url,scraped_at
"Beamer, Benz, Or Bentley",Lloyd Banks;Juelz Santana,10s Hip-Hop Hits,59,208386,True,0.652,0.671,4,-5.376,0,0.315,0.00402,2.89e-05,0.598,0.518,159.963,4,hardcore,[nan],billboard,billboard.com,hot-100,,2010-06-05,56,"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana,,2025-11-22T16:32:19.189507+00:00
Water,Bicep;Clara La San,Water,66,256898,False,0.528,0.822,4,-5.371,0,0.0287,0.0087,0.192,0.183,0.363,130.013,4,ambient,"[nan, nan]",billboard,billboard.com,hot-100,,2010-06-05,58,Water,Brad Paisley,,2025-11-22T16:32:19.189507+00:00
Keep on Loving You,REO Speedwagon,Hi Infidelity (30th Anniversary Edition),72,200293,False,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732,4,hard-rock,[nan],billboard,billboard.com,hot-100,,2010-06-05,68,Keep On Lovin' You,Steel Magnolia,,2025-11-22T16:32:19.189507+00:00
Safety Dance,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),20,154626,False,0.609,0.947,8,-5.823,0,0.234,0.0389,0.0,0.956,0.177,105.012,4,club,[nan],billboard,billboard.com,hot-100,,2010-06-05,81,Safety Dance,Glee Cast,,2025-11-22T16:32:19.189507+00:00
I Like It,Enrique Iglesias;Pitbull,Euphoria,64,231373,False,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,4,latin,[nan],billboard,billboard.com,hot-100,,2010-06-05,82,I Like It,Enrique Iglesias Featuring Pitbull,,2025-11-22T16:32:19.189507+00:00
Bad Romance (Glee Cast Version),Glee Cast,"Glee: The Music, Volume 3 Showstoppers",47,294226,False,0.628,0.922,9,-4.638,0,0.0759,0.0055,3.69e-06,0.181,0.532,119.005,4,club,[nan],billboard,billboard.com,hot-100,,2010-06-05,86,Bad Romance,Glee Cast,,2025-11-22T16:32:19.189507+00:00
Rolling in the Deep,Adele,21,81,228093,True,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4,british,"['adele faves', 'adele faves']",billboard,billboard.com,hot-100,,2011-06-04,1,Rolling In The Deep,Adele,,2025-11-22T16:33:59.805187+00:00
E.T.,Katy Perry,Halloween 2022,0,206373,False,0.603,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.731,150.054,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2011-06-04,2,E.T.,Katy Perry Featuring Kanye West,,2025-11-22T16:33:59.805187+00:00
On The Floor,Jennifer Lopez;Pitbull,Love?,79,284866,False,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2011-06-04,5,On The Floor,Jennifer Lopez Featuring Pitbull,,2025-11-22T16:33:59.805187+00:00
The Edge Of Glory,Lady Gaga,Workout Hits 2023,3,320626,False,0.583,0.766,9,-6.47,1,0.0408,0.000348,0.0125,0.108,0.395,127.95,4,dance,[nan],billboard,billboard.com,hot-100,,2011-06-04,19,The Edge Of Glory,Lady Gaga,,2025-11-22T16:33:59.805187+00:00
Dirty Dancer,Enrique Iglesias;Usher,Euphoria,55,214453,False,0.651,0.939,11,-3.606,1,0.0774,0.00604,0.0,0.139,0.733,133.05,4,latin,[nan],billboard,billboard.com,hot-100,,2011-06-04,20,Dirty Dancer,Enrique Iglesias With Usher Featuring Lil Wayne,,2025-11-22T16:33:59.805187+00:00
Just A Kiss,Lady A,Own The Night,64,218840,False,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,4,country,[nan],billboard,billboard.com,hot-100,,2011-06-04,22,Just A Kiss,Lady Antebellum,,2025-11-22T16:33:59.805187+00:00
Born This Way,Lady Gaga,Beginner Ride (Mixtape Vol. 1),0,260413,False,0.586,0.835,11,-5.117,1,0.146,0.00387,0.0,0.304,0.492,123.936,4,dance,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2011-06-04,24,Born This Way,Lady Gaga,,2025-11-22T16:33:59.805187+00:00
Firework,Katy Perry,Del gusto de mamá,1,227973,False,0.637,0.867,8,-3.686,1,0.05,0.143,0.0,0.11,0.652,124.069,4,dance,[nan],billboard,billboard.com,hot-100,,2011-06-04,32,Firework,Katy Perry,,2025-11-22T16:33:59.805187+00:00
I Won't Let Go,Rascal Flatts,Nothing Like This,52,227760,False,0.557,0.406,4,-7.083,1,0.0278,0.742,0.0,0.113,0.222,131.96,4,country,[nan],billboard,billboard.com,hot-100,,2011-06-04,33,I Won't Let Go,Rascal Flatts,,2025-11-22T16:33:59.805187+00:00
Who Says,Selena Gomez & The Scene,When The Sun Goes Down,77,195613,False,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2011-06-04,35,Who Says,Selena Gomez & The Scene,,2025-11-22T16:33:59.805187+00:00
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,82,220734,False,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,4,dance,[nan],billboard,billboard.com,hot-100,,2011-06-04,37,Just The Way You Are,Bruno Mars,,2025-11-22T16:33:59.805187+00:00
I Need A Doctor,Dr. Dre;Eminem;Skylar Grey,I Need A Doctor,72,283733,True,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,4,funk,[nan],billboard,billboard.com,hot-100,,2011-06-04,40,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,,2025-11-22T16:33:59.805187+00:00
Judas,Lady Gaga,Pop & Halloween,10,249066,False,0.661,0.937,10,-3.83,0,0.0744,0.000967,1.58e-05,0.355,0.535,130.999,4,dance,[nan],billboard,billboard.com,hot-100,,2011-06-04,41,Judas,Lady Gaga,,2025-11-22T16:33:59.805187+00:00
Country Girl (Shake It For Me),Luke Bryan,Tailgate Country,2,225560,False,0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,4,country,[nan],billboard,billboard.com,hot-100,,2011-06-04,44,Country Girl (Shake It For Me),Luke Bryan,,2025-11-22T16:33:59.805187+00:00
Tonight Tonight,Hot Chelle Rae,Whatever,73,200466,False,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,4,punk-rock,"[nan, nan]",billboard,billboard.com,hot-100,,2011-06-04,45,Tonight Tonight,Hot Chelle Rae,,2025-11-22T16:33:59.805187+00:00
Hello,MR TOUT LE MONDE,HER,60,249214,False,0.567,0.627,3,-8.134,0,0.0407,0.699,0.00393,0.134,0.0922,119.876,4,french,[nan],billboard,billboard.com,hot-100,,2011-06-04,52,Hello,Martin Solveig & Dragonette,,2025-11-22T16:33:59.805187+00:00
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,Nothing but the Beat (Ultimate Edition),73,194840,True,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,4,edm,[nan],billboard,billboard.com,hot-100,,2011-06-04,61,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,,2025-11-22T16:33:59.805187+00:00
Pumped Up Kicks,Foster The People,Torches,84,239600,False,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,indie,"[nan, nan]",billboard,billboard.com,hot-100,,2011-06-04,73,Pumped Up Kicks,Foster the People,,2025-11-22T16:33:59.805187+00:00
The Cave,Mumford & Sons,Sigh No More,62,215626,False,0.592,0.499,4,-9.463,1,0.0375,0.0536,4.52e-05,0.113,0.346,141.937,4,folk,"['The Cave', 'The Cave', ""Grammy's Awards"", 'The Cave']",billboard,billboard.com,hot-100,,2011-06-04,76,The Cave,Mumford & Sons,,2025-11-22T16:33:59.805187+00:00
Back To Black,Glee Cast,"Glee: The Music, The Complete Season Two",46,239306,False,0.538,0.721,4,-4.641,0,0.0534,0.2,0.000337,0.332,0.33,123.421,4,club,[nan],billboard,billboard.com,hot-100,,2011-06-04,82,Back To Black,Glee Cast,,2025-11-22T16:33:59.805187+00:00
Danza Kuduro,Don Omar;Lucenzo,Meet The Orphans,74,198786,False,0.699,0.917,0,-4.897,1,0.115,0.078,0.0,0.065,0.889,130.04,4,hip-hop,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2011-06-04,87,Danza Kuduro,Don Omar & Lucenzo,,2025-11-22T16:33:59.805187+00:00
Rolling In The Deep (feat. Jonathan Groff),Glee Cast;Jonathan Groff,"Glee: The Music, Volume 6",46,204600,False,0.42,0.454,8,-5.993,0,0.0471,0.753,0.0,0.334,0.655,96.558,1,club,[nan],billboard,billboard.com,hot-100,,2011-06-04,90,Rolling In The Deep,Glee Cast Featuring Jonathan Groff,,2025-11-22T16:33:59.805187+00:00
Rope,Foo Fighters,Wasting Light,61,259026,False,0.507,0.728,11,-4.874,0,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,4,grunge,[nan],billboard,billboard.com,hot-100,,2011-06-04,93,Rope,Foo Fighters,,2025-11-22T16:33:59.805187+00:00
Sing It Back,The Cooltrane Quartet,"Vintage Café: Lounge and Jazz Blends, Vol. 22",0,168451,False,0.693,0.287,0,-12.554,0,0.0453,0.669,2.03e-06,0.138,0.368,125.088,4,jazz,[nan],billboard,billboard.com,hot-100,,2011-06-04,96,Bring It Back,Travis Porter,,2025-11-22T16:33:59.805187+00:00
Jack Sparrow,The Lonely Island;Michael Bolton,Turtleneck & Chain (Explicit Version),58,187746,True,0.718,0.712,8,-5.242,1,0.222,0.0225,0.0,0.0442,0.42,97.005,4,comedy,[nan],billboard,billboard.com,hot-100,,2011-06-04,98,Jack Sparrow,The Lonely Island Featuring Michael Bolton,,2025-11-22T16:33:59.805187+00:00
Call Me Maybe,Carly Rae Jepsen,Kiss,80,193400,False,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4,electro,"[""America's next best top greatest playlist ever."", ""America's next best top greatest playlist ever."", ""America's next best top greatest playlist ever."", ""America's next best top greatest playlist ever.""]",billboard,billboard.com,hot-100,,2012-06-02,2,Call Me Maybe,Carly Rae Jepsen,,2025-11-22T16:35:40.323986+00:00
Payphone,Maroon 5;Wiz Khalifa,Overexposed Track By Track,84,231173,True,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,4,pop,[nan],billboard,billboard.com,hot-100,,2012-06-02,3,Payphone,Maroon 5 Featuring Wiz Khalifa,,2025-11-22T16:35:40.323986+00:00
Wild Ones,FM-84;Ollie Wride,Atlas,43,268536,False,0.542,0.504,4,-9.314,1,0.0367,0.0337,0.0,0.152,0.127,114.004,4,synth-pop,[nan],billboard,billboard.com,hot-100,,2012-06-02,6,Wild Ones,Flo Rida Featuring Sia,,2025-11-22T16:35:40.323986+00:00
What Makes You Beautiful,One Direction,Up All Night,84,199986,False,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,4,pop,[nan],billboard,billboard.com,hot-100,,2012-06-02,7,What Makes You Beautiful,One Direction,,2025-11-22T16:35:40.323986+00:00
Glad You Came,The Wanted,Battleground (Deluxe Edition),79,197935,False,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,4,rock,[nan],billboard,billboard.com,hot-100,,2012-06-02,8,Glad You Came,The Wanted,,2025-11-22T16:35:40.323986+00:00
Dance Again,Selena Gomez,pov: it's 2020,0,170498,False,0.784,0.552,1,-7.261,0,0.0874,0.0447,0.0,0.196,0.464,111.984,4,dance,[nan],billboard,billboard.com,hot-100,,2012-06-02,19,Dance Again,Jennifer Lopez Featuring Pitbull,,2025-11-22T16:35:40.323986+00:00
Rumour Has It,Adele,21,67,223266,False,0.612,0.749,0,-5.014,1,0.0446,0.615,0.0,0.167,0.574,120.052,4,british,"[nan, nan]",billboard,billboard.com,hot-100,,2012-06-02,21,Rumour Has It,Adele,,2025-11-22T16:35:40.323986+00:00
Lights,Ellie Goulding,Old But Gold,66,245853,False,0.699,0.732,8,-6.307,0,0.0304,0.0771,0.00198,0.131,0.676,120.028,4,edm,"['Electric Electronic Awesomeness', 'Electric Electronic Awesomeness', 'Electric Electronic Awesomeness', 'Electric Electronic Awesomeness']",billboard,billboard.com,hot-100,,2012-06-02,22,Lights,Ellie Goulding,,2025-11-22T16:35:40.323986+00:00
I Won't Give Up,Jason Mraz,Love Is a Four Letter Word,69,240165,False,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,3,acoustic,"[nan, nan]",billboard,billboard.com,hot-100,,2012-06-02,29,I Won't Give Up,Jason Mraz,,2025-11-22T16:35:40.323986+00:00
Titanium (feat. Sia),David Guetta;Sia,Nothing but the Beat (Ultimate Edition),80,245040,False,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2012-06-02,30,Titanium,David Guetta Featuring Sia,,2025-11-22T16:35:40.323986+00:00
Set Fire to the Rain,Adele,21,80,242973,False,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,british,"['Set Fire to the Rain', 'Set Fire to the Rain', 'Set Fire to the Rain', 'adele faves', 'adele faves', 'adele faves']",billboard,billboard.com,hot-100,,2012-06-02,35,Set Fire To The Rain,Adele,,2025-11-22T16:35:40.323986+00:00
Good Feeling,Flo Rida,Running Songs,1,248133,False,0.706,0.89,1,-4.447,0,0.0687,0.0588,0.00288,0.305,0.685,128.012,4,dance,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2012-06-02,40,Good Feeling,Flo Rida,,2025-11-22T16:35:40.323986+00:00
Everybody Talks,Neon Trees,Picture Show,80,177280,False,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,4,alt-rock,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2012-06-02,42,Everybody Talks,Neon Trees,,2025-11-22T16:35:40.323986+00:00
"Young, Wild & Free",Snoop Dogg;Wiz Khalifa;Bruno Mars,Rap Party,0,207333,True,0.722,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.532,95.022,4,funk,"[nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2012-06-02,44,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,,2025-11-22T16:35:40.323986+00:00
paradise,Marco Luka,paradise,60,140000,True,0.634,0.526,7,-8.21,0,0.036,0.172,0.0373,0.128,0.143,143.998,4,sad,[nan],billboard,billboard.com,hot-100,,2012-06-02,47,Paradise,Coldplay,,2025-11-22T16:35:40.323986+00:00
BURN IT DOWN,Linkin Park,LIVING THINGS,75,230253,False,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,4,alternative,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2012-06-02,66,Burn It Down,Linkin Park,,2025-11-22T16:35:40.323986+00:00
Tongue Tied,Grouplove,Never Trust a Happy Song,79,218013,False,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,4,alt-rock,"['Medieval Songs', 'Medieval Songs', 'Medieval Songs', 'Medieval Songs', 'Medieval Songs', 'Medieval Songs', 'Medieval Songs', 'Medieval Songs']",billboard,billboard.com,hot-100,,2012-06-02,74,Tongue Tied,Grouplove,,2025-11-22T16:35:40.323986+00:00
One Thing,Housefires,Housefires,23,467089,False,0.396,0.42,5,-8.238,1,0.0315,0.694,0.0,0.132,0.355,131.472,4,world-music,[nan],billboard,billboard.com,hot-100,,2012-06-02,76,One Thing,One Direction,,2025-11-22T16:35:40.323986+00:00
Wanted,Hunter Hayes,Cozy Country,0,228840,False,0.414,0.475,0,-7.692,1,0.0299,0.268,0.0,0.0816,0.3,169.726,4,country,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2012-06-02,77,Wanted,Hunter Hayes,,2025-11-22T16:35:40.323986+00:00
Midnight City,M83,"Hurry up, We're Dreaming",76,243960,False,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,4,french,"['Loop Infinito', 'Loop Infinito']",billboard,billboard.com,hot-100,,2012-06-02,78,Midnight City,M83.,,2025-11-22T16:35:40.323986+00:00
Little Talks,Of Monsters and Men,10's Music Grandi Successi,0,266333,False,0.446,0.76,1,-4.725,1,0.0321,0.0159,0.0,0.319,0.346,103.295,4,folk,"['Sc2', 'Sc2', ""I don't know"", ""I don't know""]",billboard,billboard.com,hot-100,,2012-06-02,81,Little Talks,Of Monsters and Men,,2025-11-22T16:35:40.323986+00:00
Let's Go (feat. Ne-Yo),Calvin Harris;Ne-Yo,18 Months,66,232800,False,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,4,progressive-house,[nan],billboard,billboard.com,hot-100,,2012-06-02,89,Let's Go,Calvin Harris Featuring Ne-Yo,,2025-11-22T16:35:40.323986+00:00
Bangarang (feat. Sirah),Skrillex;Sirah,Bangarang EP,71,215253,True,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,4,edm,"[nan, nan]",billboard,billboard.com,hot-100,,2012-06-02,96,Bangarang,Skrillex Featuring Sirah,,2025-11-22T16:35:40.323986+00:00
S.T.A.Y. (From Interstellar),Piano Sunday,Heartfelt Movie Scores,29,279813,False,0.157,0.133,9,-19.689,0,0.036,0.988,0.961,0.0769,0.157,80.095,4,disney,[nan],billboard,billboard.com,hot-100,,2013-06-01,5,Stay,Rihanna Featuring Mikky Ekko,,2025-11-22T16:37:35.081974+00:00
Come & Get It,Selena Gomez,Almorzando solo,0,231413,False,0.552,0.783,7,-4.138,0,0.0504,0.00887,0.00026,0.0954,0.575,79.984,4,dance,[nan],billboard,billboard.com,hot-100,,2013-06-01,7,Come & Get It,Selena Gomez,,2025-11-22T16:37:35.081974+00:00
Radioactive,Imagine Dragons,Night Visions,80,186813,False,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,4,rock,"['New Wave 2013', 'Gredos', 'Party modern rock']",billboard,billboard.com,hot-100,,2013-06-01,8,Radioactive,Imagine Dragons,,2025-11-22T16:37:35.081974+00:00
I Love It,Icona Pop;Charli XCX,Running Songs,1,155733,False,0.731,0.886,1,-3.228,1,0.027,0.0281,4.59e-06,0.226,0.797,125.992,4,edm,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2013-06-01,9,I Love It,Icona Pop Featuring Charli xcx,,2025-11-22T16:37:35.081974+00:00
Blurred Lines,Robin Thicke;T.I.;Pharrell Williams,Blurred Lines (Deluxe),76,263826,False,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4,soul,[nan],billboard,billboard.com,hot-100,,2013-06-01,12,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,,2025-11-22T16:37:35.081974+00:00
Heart Attack,Demi Lovato,Demi,78,210840,False,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,4,dance,[nan],billboard,billboard.com,hot-100,,2013-06-01,14,Heart Attack,Demi Lovato,,2025-11-22T16:37:35.081974+00:00
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Halloween 2022,0,186826,False,0.557,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.566,151.988,4,emo,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2013-06-01,15,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,2025-11-22T16:37:35.081974+00:00
Wagon Wheel,Darius Rucker,Fishing Music,1,298400,False,0.535,0.661,9,-7.139,1,0.0304,0.46,0.0,0.142,0.596,148.121,4,country,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2013-06-01,21,Wagon Wheel,Darius Rucker,,2025-11-22T16:37:35.081974+00:00
Highway Don't Care,Tim McGraw;Taylor Swift;Keith Urban,Two Lanes Of Freedom,57,279066,False,0.477,0.79,2,-5.348,1,0.0394,0.0261,0.0,0.0841,0.505,157.797,4,country,[nan],billboard,billboard.com,hot-100,,2013-06-01,24,Highway Don't Care,Tim McGraw With Taylor Swift,,2025-11-22T16:37:35.081974+00:00
"Love, Me",Collin Raye,Love Songs,56,231626,False,0.6,0.242,0,-12.63,1,0.031,0.697,0.0,0.128,0.3,106.616,4,country,[nan],billboard,billboard.com,hot-100,,2013-06-01,27,Love Me,Lil Wayne Featuring Drake & Future,,2025-11-22T16:37:35.081974+00:00
Clarity,Zedd;Foxes,Workout Hits 2023,0,271426,False,0.509,0.781,8,-3.48,1,0.0721,0.0391,0.0,0.0749,0.176,128.002,4,edm,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2013-06-01,30,Clarity,Zedd Featuring Foxes,,2025-11-22T16:37:35.081974+00:00
Ho Hey,The Lumineers,The Lumineers (Deluxe Edition),79,163133,False,0.682,0.471,0,-9.182,1,0.0301,0.765,0.0,0.0908,0.421,79.907,4,folk,"['Martin Bickham', 'Familiar']",billboard,billboard.com,hot-100,,2013-06-01,33,Ho Hey,The Lumineers,,2025-11-22T16:37:35.081974+00:00
Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,87,233478,False,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,4,dance,[nan],billboard,billboard.com,hot-100,,2013-06-01,37,Locked Out Of Heaven,Bruno Mars,,2025-11-22T16:37:35.081974+00:00
Daylight,MindaRyn,Daylight,48,240578,False,0.482,0.838,8,-8.041,0,0.0496,0.016,0.0,0.0764,0.652,165.984,4,anime,[nan],billboard,billboard.com,hot-100,,2013-06-01,39,Daylight,Maroon 5,,2025-11-22T16:37:35.081974+00:00
Alive,Krewella,Get Wet,53,288880,False,0.671,0.828,9,-2.907,1,0.053,0.00304,0.00287,0.352,0.57,127.976,4,dub,"[nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2013-06-01,44,Alive,Krewella,,2025-11-22T16:37:35.081974+00:00
Gentleman,PSY,VIP DJ,50,194546,False,0.878,0.723,3,-3.334,0,0.102,0.00227,0.0,0.0516,0.619,126.01,4,k-pop,"['01515', '01515', 'Psy', 'Psy', 'Sc2', 'Sc2']",billboard,billboard.com,hot-100,,2013-06-01,49,Gentleman,PSY,,2025-11-22T16:37:35.081974+00:00
Harlem Shake,Baauer,Harlem Shake,58,196664,False,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,4,electronic,"['2/14/13', 'LAUREN FOR KIDS 2013-2014']",billboard,billboard.com,hot-100,,2013-06-01,50,Harlem Shake,Baauer,,2025-11-22T16:37:35.081974+00:00
"Gone, Gone, Gone",Phillip Phillips,The World From The Side Of The Moon,67,209693,False,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,4,folk,"['Practice for Sept 20th', 'Practice for Sept 20th', 'Practice for Sept 20th']",billboard,billboard.com,hot-100,,2013-06-01,57,"Gone, Gone, Gone",Phillip Phillips,,2025-11-22T16:37:35.081974+00:00
I Need Your Love (feat. Ellie Goulding),Calvin Harris;Ellie Goulding,18 Months,71,234506,False,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,4,electro,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2013-06-01,58,I Need Your Love,Calvin Harris Featuring Ellie Goulding,,2025-11-22T16:37:35.081974+00:00
Demons,Imagine Dragons,Night Visions,84,177506,False,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,4,rock,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2013-06-01,68,Demons,Imagine Dragons,,2025-11-22T16:37:35.081974+00:00
Hey Pretty Girl,Kip Moore,Tailgate Country,0,215920,False,0.431,0.373,2,-10.76,1,0.0277,0.16,1.41e-05,0.259,0.0884,85.548,1,country,['Hey Pretty Girl'],billboard,billboard.com,hot-100,,2013-06-01,70,Hey Pretty Girl,Kip Moore,,2025-11-22T16:37:35.081974+00:00
High School,Nicki Minaj;Lil Wayne,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),67,218746,True,0.531,0.683,1,-4.093,0,0.333,0.135,0.00265,0.22,0.212,84.817,4,dance,[nan],billboard,billboard.com,hot-100,,2013-06-01,78,High School,Nicki Minaj Featuring Lil Wayne,,2025-11-22T16:37:35.081974+00:00
Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),83,192789,False,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5,rock,['Capital Cities – Safe And Sound'],billboard,billboard.com,hot-100,,2013-06-01,90,Safe And Sound,Capital Cities,,2025-11-22T16:37:35.081974+00:00
Problem,Matthias Reim,MR20,31,231280,False,0.674,0.793,7,-5.414,1,0.029,0.0137,0.0,0.329,0.751,131.94,4,party,[nan],billboard,billboard.com,hot-100,,2014-06-07,2,Problem,Ariana Grande Featuring Iggy Azalea,,2025-11-22T16:39:29.267559+00:00
All of Me,John Legend,Love In The Future (Expanded Edition),85,269560,False,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4,soul,"['John Legend — All of Me', 'kamil']",billboard,billboard.com,hot-100,,2014-06-07,3,All Of Me,John Legend,,2025-11-22T16:39:29.267559+00:00
Turn Down for What,DJ Snake;Lil Jon,Turn Down for What,71,213733,False,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4,edm,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2014-06-07,5,Turn Down For What,DJ Snake & Lil Jon,,2025-11-22T16:39:29.267559+00:00
Dark Horse,Katy Perry;Juicy J,Halloween 2022,0,215672,False,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,4,dance,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2014-06-07,6,Dark Horse,Katy Perry Featuring Juicy J,,2025-11-22T16:39:29.267559+00:00
Wiggle,Jason Derulo;Snoop Dogg,Pop Station,0,193295,False,0.696,0.621,9,-6.886,0,0.248,0.0802,0.0,0.162,0.721,81.944,4,dance,[nan],billboard,billboard.com,hot-100,,2014-06-07,10,Wiggle,Jason Derulo Featuring Snoop Dogg,,2025-11-22T16:39:29.267559+00:00
Ain't It Fun,Paramore,Alternative Rock Mixtape,1,296520,False,0.606,0.893,9,-3.681,1,0.0987,0.154,4.18e-05,0.021,0.671,103.985,4,emo,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2014-06-07,11,Ain't It Fun,Paramore,,2025-11-22T16:39:29.267559+00:00
Summer,Calvin Harris,Motion,82,222533,False,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,electro,"['Calvin Harris - Summer', 'Calvin Harris - Summer', 'Calvin Harris - Summer']",billboard,billboard.com,hot-100,,2014-06-07,12,Summer,Calvin Harris,,2025-11-22T16:39:29.267559+00:00
Rude,MAGIC!,Don't Kill the Magic,81,224840,False,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,4,reggae,"[nan, nan]",billboard,billboard.com,hot-100,,2014-06-07,15,Rude,MAGIC!,,2025-11-22T16:39:29.267559+00:00
